"Jahr","Stadtquartier (historisch) (Code)","Stadtquartier (historisch) (Num)","Stadtquartier (historisch) (Name)","Kontinet BfS","Kontinent BfS (Sort)","Region BfS","Region BfS (Sort)","Land Heimat aktuell (Code)","Land Heimat aktuell (Name)","Land Heimat aktuell (Sort)","Land Heimat historisch (Code)","Land Heimat historisch (Name)","Land Heimat historisch (Sort)","wirtschaftliche Bevölkerung"
"2010","102","102","Wipkingen","Asien","4","Südostasien","47","8542","Thailand","218","8542","Thailand","228","19"
"2010","102","102","Wipkingen","Asien","4","Südostasien","47","8545","Vietnam","220","8545","Vietnam","231","3"
"2010","102","102","Wipkingen","Asien","4","Südwestasien","45","8560","Armenien","224","8560","Armenien","235","1"
"2010","102","102","Wipkingen","Asien","4","Westasien","44","8512","Irak","191","8512","Irak","199","23"
"2010","102","102","Wipkingen","Asien","4","Westasien","44","8513","Iran","192","8513","Iran","200","26"
"2010","102","102","Wipkingen","Asien","4","Westasien","44","8514","Israel","193","8514","Israel","201","10"
"2010","102","102","Wipkingen","Asien","4","Westasien","44","8523","Libanon","202","8523","Libanon","210","4"
"2010","102","102","Wipkingen","Asien","4","Westasien","44","8541","Syrien","217","8541","Syrien","227","8"
"2010","102","102","Wipkingen","Asien","4","Zentralasien","43","8563","Kasachstan","227","8563","Kasachstan","238","1"
"2010","102","102","Wipkingen","Asien","4","Zentralasien","43","8565","Tadschikistan","229","8565","Tadschikistan","240","1"
"2010","102","102","Wipkingen","Europa","1","Nordeuropa","11","8206","Dänemark","7","8206","Dänemark","6","13"
"2010","102","102","Wipkingen","Europa","1","Nordeuropa","11","8211","Finnland","10","8211","Finnland","12","19"
"2010","102","102","Wipkingen","Europa","1","Nordeuropa","11","8217","Island","16","8217","Island","18","3"
"2010","102","102","Wipkingen","Europa","1","Nordeuropa","11","8228","Norwegen","26","8228","Norwegen","29","5"
"2010","102","102","Wipkingen","Europa","1","Nordeuropa","11","8234","Schweden","32","8234","Schweden","35","27"
"2010","102","102","Wipkingen","Europa","1","Osteuropa","12","8260","Estland","49","8260","Estland","55","2"
"2010","102","102","Wipkingen","Europa","1","Osteuropa","12","8261","Lettland","50","8261","Lettland","56","3"
"2010","102","102","Wipkingen","Europa","1","Osteuropa","12","8262","Litauen","51","8262","Litauen","57","2"
"2010","102","102","Wipkingen","Europa","1","Osteuropa","12","8263","Moldova","52","8263","Moldova","58","1"
"2010","102","102","Wipkingen","Europa","1","Osteuropa","12","8264","Russland","53","8264","Russland","59","18"
"2010","102","102","Wipkingen","Europa","1","Osteuropa","12","8265","Ukraine","54","8265","Ukraine","60","15"
"2010","102","102","Wipkingen","Europa","1","Osteuropa","12","8266","Belarus","55","8266","Belarus","62","6"
"2010","102","102","Wipkingen","Europa","1","Südeuropa","16","8214","Griechenland","13","8214","Griechenland","15","74"
"2010","102","102","Wipkingen","Europa","1","Südeuropa","16","8218","Italien","17","8218","Italien","19","485"
"2010","102","102","Wipkingen","Europa","1","Südeuropa","16","8224","Malta","22","8224","Malta","25","1"
"2010","102","102","Wipkingen","Europa","1","Südeuropa","16","8239","Türkei","37","8239","Türkei","40","200"
"2010","102","102","Wipkingen","Europa","1","Südosteuropa","17","8201","Albanien","3","8201","Albanien","2","2"
"2010","102","102","Wipkingen","Europa","1","Südosteuropa","17","8205","Bulgarien","6","8205","Bulgarien","5","20"
"2010","102","102","Wipkingen","Europa","1","Südosteuropa","17","8232","Rumänien","30","8232","Rumänien","33","17"
"2010","102","102","Wipkingen","Europa","1","Südosteuropa","17","8250","Kroatien","43","8250","Kroatien","46","56"
"2010","102","102","Wipkingen","Europa","1","Südosteuropa","17","8251","Slowenien","44","8251","Slowenien","47","7"
"2010","102","102","Wipkingen","Europa","1","Südosteuropa","17","8252","Bosnien-Herzegowina","45","8252","Bosnien-Herzegowina","48","49"
"2010","102","102","Wipkingen","Europa","1","Südosteuropa","17","8255","Mazedonien","46","8255","Mazedonien","51","60"
"2010","102","102","Wipkingen","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8248","Serbien","49","161"
"2010","102","102","Wipkingen","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8254","Montenegro","50","1"
"2010","102","102","Wipkingen","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8256","Kosovo","52","74"
"2010","102","102","Wipkingen","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8259","Serbien und Montenegro","54","61"
"2010","102","102","Wipkingen","Europa","1","Südwesteuropa","15","8231","Portugal","29","8231","Portugal","32","237"
"2010","102","102","Wipkingen","Europa","1","Südwesteuropa","15","8236","Spanien","34","8236","Spanien","37","177"
"2010","102","102","Wipkingen","Europa","1","Westeuropa","14","8204","Belgien","5","8204","Belgien","4","21"
"2010","102","102","Wipkingen","Europa","1","Westeuropa","14","8212","Frankreich","11","8212","Frankreich","13","101"
"2010","102","102","Wipkingen","Europa","1","Westeuropa","14","8215","Grossbritannien","14","8215","Grossbritannien","16","102"
"2010","102","102","Wipkingen","Europa","1","Westeuropa","14","8216","Irland","15","8216","Irland","17","14"
"2010","102","102","Wipkingen","Europa","1","Westeuropa","14","8223","Luxemburg","21","8223","Luxemburg","24","20"
"2010","102","102","Wipkingen","Europa","1","Westeuropa","14","8227","Niederlande","25","8227","Niederlande","28","55"
"2010","102","102","Wipkingen","Europa","1","Zentraleuropa","13","1000","Schweiz","2","1000","Schweiz","1","11044"
"2010","102","102","Wipkingen","Europa","1","Zentraleuropa","13","8207","Deutschland","8","8207","Deutschland","8","1455"
"2010","102","102","Wipkingen","Europa","1","Zentraleuropa","13","8222","Liechtenstein","20","8222","Liechtenstein","23","15"
"2010","102","102","Wipkingen","Europa","1","Zentraleuropa","13","8229","Österreich","27","8229","Österreich","30","201"
"2010","102","102","Wipkingen","Europa","1","Zentraleuropa","13","8230","Polen","28","8230","Polen","31","26"
"2010","102","102","Wipkingen","Europa","1","Zentraleuropa","13","8240","Ungarn","38","8240","Ungarn","41","21"
"2010","102","102","Wipkingen","Europa","1","Zentraleuropa","13","8243","Slowakische Republik","41","8243","Slowakische Republik","44","13"
"2010","102","102","Wipkingen","Europa","1","Zentraleuropa","13","8244","Tschechische Republik","42","8244","Tschechische Republik","45","15"
"2010","102","102","Wipkingen","Ozeanien","5","Südliches Ozeanien","56","8601","Australien","233","8601","Australien","244","16"
"2010","102","102","Wipkingen","Ozeanien","5","Südliches Ozeanien","56","8607","Neuseeland","238","8607","Neuseeland","249","6"
"2010","102","102","Wipkingen","Unbekannt","9","Unbekannt","99","8995","Staat unbekannt","275","8995","Unbekannt","288","4"
"2010","111","111","Affoltern","Afrika","2","Nordafrika","21","8304","Algerien","63","8304","Algerien","70","12"
"2010","111","111","Affoltern","Afrika","2","Nordafrika","21","8326","Libyen","83","8326","Libyen","90","1"
"2010","111","111","Affoltern","Afrika","2","Nordafrika","21","8331","Marokko","88","8331","Marokko","95","24"
"2010","111","111","Affoltern","Afrika","2","Nordafrika","21","8357","Tunesien","112","8357","Tunesien","119","24"
"2010","111","111","Affoltern","Afrika","2","Nordafrika","21","8359","Ägypten","114","8359","Ägypten","121","7"
"2010","111","111","Affoltern","Afrika","2","Ostafrika","22","8302","Äthiopien","61","8302","Äthiopien","68","6"
"2010","111","111","Affoltern","Afrika","2","Ostafrika","22","8320","Kenia","77","8320","Kenia","84","15"
"2010","111","111","Affoltern","Afrika","2","Ostafrika","22","8348","Somalia","104","8348","Somalia","111","7"
"2010","111","111","Affoltern","Afrika","2","Ostafrika","22","8362","Eritrea","117","8362","Eritrea","124","23"
"2010","111","111","Affoltern","Afrika","2","Südafrika","26","8340","Zimbabwe","96","8340","Zimbabwe","103","2"
"2010","111","111","Affoltern","Afrika","2","Südafrika","26","8343","Sambia","99","8343","Sambia","106","1"
"2010","111","111","Affoltern","Afrika","2","Südafrika","26","8349","Südafrika","105","8349","Südafrika","112","4"
"2010","111","111","Affoltern","Afrika","2","Südwestafrika","25","8305","Angola","64","8305","Angola","71","20"
"2010","111","111","Affoltern","Afrika","2","Westafrika","24","8310","Côte d'Ivoire","68","8310","Côte d'Ivoire","75","9"
"2010","111","111","Affoltern","Afrika","2","Westafrika","24","8312","Gambia","70","8312","Gambia","77","3"
"2010","111","111","Affoltern","Afrika","2","Westafrika","24","8313","Ghana","71","8313","Ghana","78","17"
"2010","111","111","Affoltern","Afrika","2","Westafrika","24","8315","Guinea","73","8315","Guinea","80","3"
"2010","111","111","Affoltern","Afrika","2","Westafrika","24","8317","Kamerun","74","8317","Kamerun","81","10"
"2010","111","111","Affoltern","Afrika","2","Westafrika","24","8322","Kongo","79","8322","Kongo","86","7"
"2010","111","111","Affoltern","Afrika","2","Westafrika","24","8336","Nigeria","93","8336","Nigeria","100","16"
"2010","111","111","Affoltern","Afrika","2","Westafrika","24","8337","Burkina Faso","94","8337","Burkina Faso","101","1"
"2010","111","111","Affoltern","Afrika","2","Westafrika","24","8345","Senegal","101","8345","Senegal","108","3"
"2010","111","111","Affoltern","Afrika","2","Westafrika","24","8354","Togo","110","8354","Togo","117","5"
"2010","111","111","Affoltern","Afrika","2","Zentralafrika","23","8323","Dem. Republik Kongo","80","8323","Dem. Republik Kongo","87","8"
"2010","111","111","Affoltern","Afrika","2","Zentralafrika","23","8341","Rwanda","97","8341","Rwanda","104","1"
"2010","111","111","Affoltern","Amerika","3","Karibik","32","8409","Dominikanische Republik","135","8409","Dominikanische Republik","142","44"
"2010","111","111","Affoltern","Amerika","3","Karibik","32","8418","Haiti","144","8418","Haiti","151","1"
"2010","111","111","Affoltern","Amerika","3","Karibik","32","8421","Jamaika","147","8421","Jamaika","154","5"
"2010","111","111","Affoltern","Amerika","3","Karibik","32","8425","Kuba","150","8425","Kuba","157","9"
"2010","111","111","Affoltern","Amerika","3","Mittleres Südamerika","35","8405","Bolivien","131","8405","Bolivien","138","15"
"2010","111","111","Affoltern","Amerika","3","Mittleres Südamerika","35","8406","Brasilien","132","8406","Brasilien","139","101"
"2010","111","111","Affoltern","Amerika","3","Mittleres Südamerika","35","8410","Ecuador","136","8410","Ecuador","143","8"
"2010","111","111","Affoltern","Amerika","3","Mittleres Südamerika","35","8431","Paraguay","155","8431","Paraguay","162","2"
"2010","111","111","Affoltern","Amerika","3","Mittleres Südamerika","35","8432","Peru","156","8432","Peru","163","27"
"2010","111","111","Affoltern","Amerika","3","Nordamerika","31","8423","Kanada","148","8423","Kanada","155","19"
"2010","111","111","Affoltern","Amerika","3","Nordamerika","31","8439","USA","163","8439","USA","170","61"
"2010","111","111","Affoltern","Amerika","3","Nördliches Südamerika","34","8424","Kolumbien","149","8424","Kolumbien","156","15"
"2010","111","111","Affoltern","Amerika","3","Nördliches Südamerika","34","8438","Venezuela","162","8438","Venezuela","169","4"
"2010","111","111","Affoltern","Amerika","3","Südliches Südamerika","36","8401","Argentinien","127","8401","Argentinien","134","7"
"2010","111","111","Affoltern","Amerika","3","Südliches Südamerika","36","8407","Chile","133","8407","Chile","140","11"
"2010","111","111","Affoltern","Amerika","3","Südliches Südamerika","36","8437","Uruguay","161","8437","Uruguay","168","1"
"2010","111","111","Affoltern","Amerika","3","Zentralamerika","33","8408","Costa Rica","134","8408","Costa Rica","141","5"
"2010","111","111","Affoltern","Amerika","3","Zentralamerika","33","8415","Guatemala","141","8415","Guatemala","148","1"
"2010","111","111","Affoltern","Amerika","3","Zentralamerika","33","8427","Mexico","152","8427","Mexico","159","15"
"2010","111","111","Affoltern","Amerika","3","Zentralamerika","33","8429","Nicaragua","153","8429","Nicaragua","160","2"
"2010","111","111","Affoltern","Asien","4","Nördliches Asien","41","8528","Mongolei","207","8528","Mongolei","215","4"
"2010","111","111","Affoltern","Asien","4","Ostasien","42","8507","Chinesisches Taipei","187","8507","Chinesisches Taipei","194","5"
"2010","111","111","Affoltern","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8508","China (Volksrepublik China)","195","113"
"2010","111","111","Affoltern","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8543","Tibet","229","2"
"2010","111","111","Affoltern","Asien","4","Ostasien","42","8515","Japan","194","8515","Japan","202","26"
"2010","111","111","Affoltern","Asien","4","Ostasien","42","8539","Republik Korea","216","8539","Republik Korea","225","15"
"2010","111","111","Affoltern","Asien","4","Südasien","46","8501","Afghanistan","181","8501","Afghanistan","188","21"
"2010","111","111","Affoltern","Asien","4","Südasien","46","8503","Bhutan","183","8503","Bhutan","190","1"
"2010","111","111","Affoltern","Asien","4","Südasien","46","8506","Sri Lanka","186","8506","Sri Lanka","193","99"
"2010","111","111","Affoltern","Asien","4","Südasien","46","8510","Indien","189","8510","Indien","197","169"
"2010","111","111","Affoltern","Asien","4","Südasien","46","8529","Nepal","208","8529","Nepal","216","1"
"2010","111","111","Affoltern","Asien","4","Südasien","46","8533","Pakistan","211","8533","Pakistan","220","24"
"2010","111","111","Affoltern","Asien","4","Südasien","46","8546","Bangla Desh","221","8546","Bangla Desh","232","16"
"2010","111","111","Affoltern","Asien","4","Südostasien","47","8511","Indonesien","190","8511","Indonesien","198","10"
"2010","111","111","Affoltern","Asien","4","Südostasien","47","8518","Kambodscha","197","8518","Kambodscha","205","4"
"2010","111","111","Affoltern","Asien","4","Südostasien","47","8525","Malaysia","204","8525","Malaysia","212","26"
"2010","111","111","Affoltern","Asien","4","Südostasien","47","8534","Philippinen","212","8534","Philippinen","221","29"
"2010","111","111","Affoltern","Asien","4","Südostasien","47","8537","Singapur","214","8537","Singapur","223","3"
"2010","111","111","Affoltern","Asien","4","Südostasien","47","8542","Thailand","218","8542","Thailand","228","56"
"2010","111","111","Affoltern","Asien","4","Südostasien","47","8545","Vietnam","220","8545","Vietnam","231","17"
"2010","111","111","Affoltern","Asien","4","Südwestasien","45","8562","Georgien","226","8562","Georgien","237","3"
"2010","111","111","Affoltern","Asien","4","Westasien","44","8512","Irak","191","8512","Irak","199","66"
"2010","111","111","Affoltern","Asien","4","Westasien","44","8513","Iran","192","8513","Iran","200","34"
"2010","111","111","Affoltern","Asien","4","Westasien","44","8514","Israel","193","8514","Israel","201","8"
"2010","111","111","Affoltern","Asien","4","Westasien","44","8517","Jordanien","196","8517","Jordanien","204","2"
"2010","111","111","Affoltern","Asien","4","Westasien","44","8523","Libanon","202","8523","Libanon","210","21"
"2010","111","111","Affoltern","Asien","4","Westasien","44","8541","Syrien","217","8541","Syrien","227","12"
"2010","111","111","Affoltern","Asien","4","Westasien","44","8550","Palästina","223","8550","Palästina","234","2"
"2010","111","111","Affoltern","Asien","4","Zentralasien","43","8563","Kasachstan","227","8563","Kasachstan","238","2"
"2010","111","111","Affoltern","Asien","4","Zentralasien","43","8564","Kirgistan","228","8564","Kirgistan","239","6"
"2010","111","111","Affoltern","Asien","4","Zentralasien","43","8567","Usbekistan","231","8567","Usbekistan","242","4"
"2010","111","111","Affoltern","Europa","1","Nordeuropa","11","8206","Dänemark","7","8206","Dänemark","6","19"
"2010","111","111","Affoltern","Europa","1","Nordeuropa","11","8211","Finnland","10","8211","Finnland","12","12"
"2010","111","111","Affoltern","Europa","1","Nordeuropa","11","8217","Island","16","8217","Island","18","5"
"2010","111","111","Affoltern","Europa","1","Nordeuropa","11","8228","Norwegen","26","8228","Norwegen","29","6"
"2010","111","111","Affoltern","Europa","1","Nordeuropa","11","8234","Schweden","32","8234","Schweden","35","20"
"2010","111","111","Affoltern","Europa","1","Osteuropa","12","8260","Estland","49","8260","Estland","55","1"
"2010","111","111","Affoltern","Europa","1","Osteuropa","12","8261","Lettland","50","8261","Lettland","56","4"
"2010","111","111","Affoltern","Europa","1","Osteuropa","12","8263","Moldova","52","8263","Moldova","58","7"
"2010","111","111","Affoltern","Europa","1","Osteuropa","12","8264","Russland","53","8264","Russland","59","65"
"2010","111","111","Affoltern","Europa","1","Osteuropa","12","8265","Ukraine","54","8265","Ukraine","60","26"
"2010","111","111","Affoltern","Europa","1","Osteuropa","12","8266","Belarus","55","8266","Belarus","62","5"
"2010","111","111","Affoltern","Europa","1","Südeuropa","16","8214","Griechenland","13","8214","Griechenland","15","111"
"2010","111","111","Affoltern","Europa","1","Südeuropa","16","8218","Italien","17","8218","Italien","19","965"
"2010","111","111","Affoltern","Europa","1","Südeuropa","16","8239","Türkei","37","8239","Türkei","40","353"
"2010","111","111","Affoltern","Europa","1","Südeuropa","16","8242","Zypern","40","8242","Zypern","43","2"
"2010","111","111","Affoltern","Europa","1","Südosteuropa","17","8201","Albanien","3","8201","Albanien","2","7"
"2010","111","111","Affoltern","Europa","1","Südosteuropa","17","8205","Bulgarien","6","8205","Bulgarien","5","23"
"2010","111","111","Affoltern","Europa","1","Südosteuropa","17","8232","Rumänien","30","8232","Rumänien","33","25"
"2010","111","111","Affoltern","Europa","1","Südosteuropa","17","8250","Kroatien","43","8250","Kroatien","46","140"
"2010","111","111","Affoltern","Europa","1","Südosteuropa","17","8251","Slowenien","44","8251","Slowenien","47","11"
"2010","111","111","Affoltern","Europa","1","Südosteuropa","17","8252","Bosnien-Herzegowina","45","8252","Bosnien-Herzegowina","48","126"
"2010","111","111","Affoltern","Europa","1","Südosteuropa","17","8255","Mazedonien","46","8255","Mazedonien","51","152"
"2010","111","111","Affoltern","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8248","Serbien","49","419"
"2010","111","111","Affoltern","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8254","Montenegro","50","8"
"2010","111","111","Affoltern","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8256","Kosovo","52","181"
"2010","111","111","Affoltern","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8259","Serbien und Montenegro","54","111"
"2010","111","111","Affoltern","Europa","1","Südwesteuropa","15","8231","Portugal","29","8231","Portugal","32","535"
"2010","111","111","Affoltern","Europa","1","Südwesteuropa","15","8236","Spanien","34","8236","Spanien","37","251"
"2010","111","111","Affoltern","Europa","1","Westeuropa","14","8204","Belgien","5","8204","Belgien","4","12"
"2010","111","111","Affoltern","Europa","1","Westeuropa","14","8212","Frankreich","11","8212","Frankreich","13","80"
"2010","111","111","Affoltern","Europa","1","Westeuropa","14","8215","Grossbritannien","14","8215","Grossbritannien","16","84"
"2010","111","111","Affoltern","Europa","1","Westeuropa","14","8216","Irland","15","8216","Irland","17","5"
"2010","111","111","Affoltern","Europa","1","Westeuropa","14","8223","Luxemburg","21","8223","Luxemburg","24","39"
"2010","111","111","Affoltern","Europa","1","Westeuropa","14","8227","Niederlande","25","8227","Niederlande","28","60"
"2010","111","111","Affoltern","Europa","1","Zentraleuropa","13","1000","Schweiz","2","1000","Schweiz","1","15763"
"2010","111","111","Affoltern","Europa","1","Zentraleuropa","13","8207","Deutschland","8","8207","Deutschland","8","1453"
"2010","111","111","Affoltern","Europa","1","Zentraleuropa","13","8222","Liechtenstein","20","8222","Liechtenstein","23","18"
"2010","111","111","Affoltern","Europa","1","Zentraleuropa","13","8229","Österreich","27","8229","Österreich","30","272"
"2010","111","111","Affoltern","Europa","1","Zentraleuropa","13","8230","Polen","28","8230","Polen","31","69"
"2010","111","111","Affoltern","Europa","1","Zentraleuropa","13","8240","Ungarn","38","8240","Ungarn","41","51"
"2010","111","111","Affoltern","Europa","1","Zentraleuropa","13","8243","Slowakische Republik","41","8243","Slowakische Republik","44","45"
"2010","111","111","Affoltern","Europa","1","Zentraleuropa","13","8244","Tschechische Republik","42","8244","Tschechische Republik","45","38"
"2010","111","111","Affoltern","Ozeanien","5","Südliches Ozeanien","56","8601","Australien","233","8601","Australien","244","4"
"2010","111","111","Affoltern","Ozeanien","5","Südliches Ozeanien","56","8607","Neuseeland","238","8607","Neuseeland","249","2"
"2010","111","111","Affoltern","Unbekannt","9","Unbekannt","99","8995","Staat unbekannt","275","8995","Unbekannt","288","1"
"2010","111","111","Affoltern","Unbekannt","9","Unbekannt","99","8998","Staatenlos","276","8998","Staatenlos","288","3"
"2010","115","115","Oerlikon","Afrika","2","Nordafrika","21","8304","Algerien","63","8304","Algerien","70","22"
"2010","115","115","Oerlikon","Afrika","2","Nordafrika","21","8331","Marokko","88","8331","Marokko","95","15"
"2010","115","115","Oerlikon","Afrika","2","Nordafrika","21","8350","Sudan","106","8350","Sudan","113","1"
"2010","115","115","Oerlikon","Afrika","2","Nordafrika","21","8357","Tunesien","112","8357","Tunesien","119","25"
"2010","115","115","Oerlikon","Afrika","2","Nordafrika","21","8359","Ägypten","114","8359","Ägypten","121","10"
"2010","115","115","Oerlikon","Afrika","2","Ostafrika","22","8302","Äthiopien","61","8302","Äthiopien","68","6"
"2010","115","115","Oerlikon","Afrika","2","Ostafrika","22","8320","Kenia","77","8320","Kenia","84","18"
"2010","115","115","Oerlikon","Afrika","2","Ostafrika","22","8348","Somalia","104","8348","Somalia","111","43"
"2010","115","115","Oerlikon","Afrika","2","Ostafrika","22","8362","Eritrea","117","8362","Eritrea","124","36"
"2010","115","115","Oerlikon","Afrika","2","Südafrika","26","8340","Zimbabwe","96","8340","Zimbabwe","103","2"
"2010","115","115","Oerlikon","Afrika","2","Südafrika","26","8343","Sambia","99","8343","Sambia","106","2"
"2010","115","115","Oerlikon","Afrika","2","Südafrika","26","8349","Südafrika","105","8349","Südafrika","112","3"
"2010","115","115","Oerlikon","Afrika","2","Südwestafrika","25","8305","Angola","64","8305","Angola","71","25"
"2010","115","115","Oerlikon","Afrika","2","Westafrika","24","8310","Côte d'Ivoire","68","8310","Côte d'Ivoire","75","7"
"2010","115","115","Oerlikon","Afrika","2","Westafrika","24","8312","Gambia","70","8312","Gambia","77","3"
"2010","115","115","Oerlikon","Afrika","2","Westafrika","24","8313","Ghana","71","8313","Ghana","78","19"
"2010","115","115","Oerlikon","Afrika","2","Westafrika","24","8314","Guinea Bissau","72","8314","Guinea Bissau","79","2"
"2010","115","115","Oerlikon","Afrika","2","Westafrika","24","8315","Guinea","73","8315","Guinea","80","5"
"2010","115","115","Oerlikon","Afrika","2","Westafrika","24","8317","Kamerun","74","8317","Kamerun","81","13"
"2010","115","115","Oerlikon","Afrika","2","Westafrika","24","8322","Kongo","79","8322","Kongo","86","9"
"2010","115","115","Oerlikon","Afrika","2","Westafrika","24","8335","Niger","92","8335","Niger","99","2"
"2010","115","115","Oerlikon","Afrika","2","Westafrika","24","8336","Nigeria","93","8336","Nigeria","100","38"
"2010","115","115","Oerlikon","Afrika","2","Westafrika","24","8345","Senegal","101","8345","Senegal","108","3"
"2010","115","115","Oerlikon","Afrika","2","Westafrika","24","8347","Sierra Leone","103","8347","Sierra Leone","110","2"
"2010","115","115","Oerlikon","Afrika","2","Westafrika","24","8354","Togo","110","8354","Togo","117","3"
"2010","115","115","Oerlikon","Afrika","2","Zentralafrika","23","8323","Dem. Republik Kongo","80","8323","Dem. Republik Kongo","87","18"
"2010","115","115","Oerlikon","Amerika","3","Karibik","32","8409","Dominikanische Republik","135","8409","Dominikanische Republik","142","32"
"2010","115","115","Oerlikon","Amerika","3","Karibik","32","8418","Haiti","144","8418","Haiti","151","4"
"2010","115","115","Oerlikon","Amerika","3","Karibik","32","8421","Jamaika","147","8421","Jamaika","154","2"
"2010","115","115","Oerlikon","Amerika","3","Karibik","32","8425","Kuba","150","8425","Kuba","157","22"
"2010","115","115","Oerlikon","Amerika","3","Karibik","32","8442","Antigua und Barbuda","166","8442","Antigua und Barbuda","173","1"
"2010","115","115","Oerlikon","Amerika","3","Karibik","32","8443","St. Lucia","167","8443","St. Lucia","174","1"
"2010","115","115","Oerlikon","Amerika","3","Mittleres Südamerika","35","8405","Bolivien","131","8405","Bolivien","138","4"
"2010","115","115","Oerlikon","Amerika","3","Mittleres Südamerika","35","8406","Brasilien","132","8406","Brasilien","139","81"
"2010","115","115","Oerlikon","Amerika","3","Mittleres Südamerika","35","8410","Ecuador","136","8410","Ecuador","143","11"
"2010","115","115","Oerlikon","Amerika","3","Mittleres Südamerika","35","8432","Peru","156","8432","Peru","163","18"
"2010","115","115","Oerlikon","Amerika","3","Nordamerika","31","8423","Kanada","148","8423","Kanada","155","37"
"2010","115","115","Oerlikon","Amerika","3","Nordamerika","31","8439","USA","163","8439","USA","170","100"
"2010","115","115","Oerlikon","Amerika","3","Nördliches Südamerika","34","8424","Kolumbien","149","8424","Kolumbien","156","11"
"2010","115","115","Oerlikon","Amerika","3","Nördliches Südamerika","34","8438","Venezuela","162","8438","Venezuela","169","6"
"2010","115","115","Oerlikon","Amerika","3","Südliches Südamerika","36","8401","Argentinien","127","8401","Argentinien","134","12"
"2010","115","115","Oerlikon","Amerika","3","Südliches Südamerika","36","8407","Chile","133","8407","Chile","140","22"
"2010","115","115","Oerlikon","Amerika","3","Zentralamerika","33","8408","Costa Rica","134","8408","Costa Rica","141","1"
"2010","115","115","Oerlikon","Amerika","3","Zentralamerika","33","8415","Guatemala","141","8415","Guatemala","148","2"
"2010","115","115","Oerlikon","Amerika","3","Zentralamerika","33","8427","Mexico","152","8427","Mexico","159","22"
"2010","115","115","Oerlikon","Amerika","3","Zentralamerika","33","8429","Nicaragua","153","8429","Nicaragua","160","1"
"2010","115","115","Oerlikon","Amerika","3","Zentralamerika","33","8430","Panama","154","8430","Panama","161","1"
"2010","115","115","Oerlikon","Asien","4","Nördliches Asien","41","8528","Mongolei","207","8528","Mongolei","215","1"
"2010","115","115","Oerlikon","Asien","4","Ostasien","42","8507","Chinesisches Taipei","187","8507","Chinesisches Taipei","194","5"
"2010","115","115","Oerlikon","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8508","China (Volksrepublik China)","195","128"
"2010","115","115","Oerlikon","Asien","4","Ostasien","42","8515","Japan","194","8515","Japan","202","50"
"2010","115","115","Oerlikon","Asien","4","Ostasien","42","8530","Korea Demokratische Volksrepublik","209","8530","Korea Demokratische Volksrepublik","217","1"
"2010","115","115","Oerlikon","Asien","4","Ostasien","42","8539","Republik Korea","216","8539","Republik Korea","225","12"
"2010","115","115","Oerlikon","Asien","4","Südasien","46","8501","Afghanistan","181","8501","Afghanistan","188","15"
"2010","115","115","Oerlikon","Asien","4","Südasien","46","8506","Sri Lanka","186","8506","Sri Lanka","193","101"
"2010","115","115","Oerlikon","Asien","4","Südasien","46","8510","Indien","189","8510","Indien","197","196"
"2010","115","115","Oerlikon","Asien","4","Südasien","46","8529","Nepal","208","8529","Nepal","216","2"
"2010","115","115","Oerlikon","Asien","4","Südasien","46","8533","Pakistan","211","8533","Pakistan","220","27"
"2010","115","115","Oerlikon","Asien","4","Südasien","46","8546","Bangla Desh","221","8546","Bangla Desh","232","13"
"2010","115","115","Oerlikon","Asien","4","Südostasien","47","8511","Indonesien","190","8511","Indonesien","198","16"
"2010","115","115","Oerlikon","Asien","4","Südostasien","47","8518","Kambodscha","197","8518","Kambodscha","205","2"
"2010","115","115","Oerlikon","Asien","4","Südostasien","47","8525","Malaysia","204","8525","Malaysia","212","6"
"2010","115","115","Oerlikon","Asien","4","Südostasien","47","8534","Philippinen","212","8534","Philippinen","221","38"
"2010","115","115","Oerlikon","Asien","4","Südostasien","47","8537","Singapur","214","8537","Singapur","223","6"
"2010","115","115","Oerlikon","Asien","4","Südostasien","47","8542","Thailand","218","8542","Thailand","228","57"
"2010","115","115","Oerlikon","Asien","4","Südostasien","47","8545","Vietnam","220","8545","Vietnam","231","13"
"2010","115","115","Oerlikon","Asien","4","Südwestasien","45","8560","Armenien","224","8560","Armenien","235","6"
"2010","115","115","Oerlikon","Asien","4","Südwestasien","45","8561","Aserbaidschan","225","8561","Aserbaidschan","236","3"
"2010","115","115","Oerlikon","Asien","4","Südwestasien","45","8562","Georgien","226","8562","Georgien","237","7"
"2010","115","115","Oerlikon","Asien","4","Westasien","44","8512","Irak","191","8512","Irak","199","62"
